,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6908,6770,"[55421, 57629]",57629
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7046,4058,"[54170, 54922]",54922
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6687,6510,"[40929, 42353]",42353
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6482,7181,"[33756, 35700]",35700
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,857,6681,"[34255, 43063]",43063
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1143,7106,"[57604, 58180]",58180
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6487,4371,"[27615, 29392]",29392
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7138,7173,"[56392, 57216]",57216
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,329,6945,"[23783, 24551]",24551
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2764,6771,"[29754, 30315]",30315
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6992,2203,"[50275, 50771]",50771
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,360,6847,"[33014, 33670]",33670
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6827,7129,"[34325, 34925]",34925
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7126,333,"[31703, 32223]",32223
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4892,6789,"[31249, 31801]",31801
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7183,6154,"[32278, 32909]",32909
16,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2980,7185,"[44983, 49481]",49481
17,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4436,6178,"[43507, 44147]",44147
18,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,545,5392,"[14188, 14972]",14972
19,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2890,6729,"[25687, 26463]",26463
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4828,6501,"[48752, 49168]",49168
21,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7123,6524,"[32997, 33414]",33414
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6338,6544,"[18216, 19511]",19511
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6756,2651,"[45268, 46899]",46899
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6621,2084,"[22284, 32412]",32412
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3894,3693,"[21948, 23204]",23204
