,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6687,7126,"[15755, 16660]",16660
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6621,6770,"[27473, 28003]",28003
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4436,2651,"[13689, 14086]",14086
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6501,7138,"[14096, 14764]",14764
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6945,2094,"[20447, 21571]",21571
5,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4828,333,"[16505, 17045]",17045
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3894,5392,"[9636, 10077]",10077
7,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6847,7145,"[14455, 19126]",19126
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6544,857,"[16254, 16566]",16566
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2980,6154,"[11442, 16501]",16501
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6205,6756,"[20748, 23271]",23271
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,545,6771,"[10675, 11538]",11538
12,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7106,6487,"[10270, 12392]",12392
13,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4892,6768,"[15090, 16395]",16395
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7173,6992,"[14226, 16013]",16013
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6510,3880,"[17825, 20332]",20332
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6482,6643,"[11224, 12757]",12757
17,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3808,6729,"[11741, 13015]",13015
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6789,6178,"[25598, 26560]",26560
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2084,7181,"[6848, 7613]",7613
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6524,2890,"[17331, 18516]",18516
21,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3687,7129,"[14124, 16000]",16000
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6338,6908,"[7638, 10397]",10397
23,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7185,4371,"[12188, 13990]",13990
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2203,1143,"[10721, 11624]",11624
25,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,360,5521,"[13981, 15038]",15038
