,event_accum_times,event_durs,event_names,event_types
0,9.271,9271.0,NaN0,instructions0
1,17.14,7869.0,NaN1,instructions1
2,18.507,1367.0,NaN2,instructions2
3,19.755,1248.0,NaN3,instructions3
4,21.013,1258.0,NaN4,instructions4
5,22.679,1666.0,NaN5,instructions5
6,24.215,1536.0,NaN6,instructions6
7,32.547,8332.0,NaN5,instructions5
8,33.402,855.0,NaN6,instructions6
9,41.462,8060.0,NaN7,instructions7
10,58.361,16899.0,NaN8,instructions8
11,63.344,4983.0,NaN7,instructions7
12,77.814,14470.0,NaN8,instructions8
13,83.63,5816.0,NaN9,instructions9
14,84.956,1326.0,NaN10,instructions10
15,90.086,5130.0,NaN11,instructions11
16,91.244,1158.0,NaN12,instructions12
17,93.762,2518.0,NaN11,instructions11
18,97.716,3954.0,NaN12,instructions12
19,103.944,6228.0,NaN13,instructions13
20,109.764,5820.0,NaN14,instructions14
21,127.267,17503.0,NaN15,instructions15
22,130.057,2790.0,NaN16,instructions16
23,149.26,19203.0,NaN17,instructions17
24,171.614,22354.0,NaN18,instructions18
25,174.602,2988.0,NaN19,instructions19
26,175.161,-0.001,NaN,single-stim
27,200.402,24.23,choosing_resp,alt-choice-gagne
28,231.996,30.59,choosing_resp,alt-choice-gagne
29,252.425,19.42,choosing_resp,alt-choice-gagne
30,270.18,16.751,choosing_resp,alt-choice-gagne
31,278.455,7.272,choosing_resp,alt-choice-gagne
32,290.229,10.768,choosing_resp,alt-choice-gagne
33,312.376,21.145,choosing_resp,alt-choice-gagne
34,354.917,41.536,choosing_resp,alt-choice-gagne
35,398.543,42.618,choosing_resp,alt-choice-gagne
36,432.68,33.128,choosing_resp,alt-choice-gagne
37,440.014,6.331,choosing_resp,alt-choice-gagne
38,453.633,12.613,choosing_resp,alt-choice-gagne
39,465.512,10.875,choosing_resp,alt-choice-gagne
40,483.601,17.084,choosing_resp,alt-choice-gagne
41,500.605,15.998,choosing_resp,alt-choice-gagne
42,523.842,22.233,choosing_resp,alt-choice-gagne
43,535.239,10.391,choosing_resp,alt-choice-gagne
44,565.925,29.682,choosing_resp,alt-choice-gagne
45,582.444,15.514,choosing_resp,alt-choice-gagne
46,591.745,8.297,choosing_resp,alt-choice-gagne
47,618.92,26.168,choosing_resp,alt-choice-gagne
48,625.502,5.573,choosing_resp,alt-choice-gagne
49,633.753,7.245,choosing_resp,alt-choice-gagne
50,640.189,5.431,choosing_resp,alt-choice-gagne
51,660.008,18.814,choosing_resp,alt-choice-gagne
52,678.842,17.827,choosing_resp,alt-choice-gagne
53,682.234,3392.0,instruction_traits0,instructions0
54,703.528,20.08,NaN,survey-likert
55,705.233,1705.0,instruction_traits0,instructions0
56,708.025,2792.0,survey_stai_state_instr0,instructions0
57,769.283,59.756,survey_stai_state,survey-multi-choice
58,770.888,1605.0,survey_stai_trait_instr0,instructions0
59,838.765,66.589,survey_stai_trait,survey-multi-choice
60,840.027,1262.0,survey_cesd_instr0,instructions0
61,897.517,56.206,survey_cesd,survey-multi-choice
62,898.705,1188.0,survey_masq_instr0,instructions0
63,1004.352,104.233,survey_masq0,survey-multi-choice
64,1101.036,95.484,survey_masq1,survey-multi-choice
65,1106.67,4.626,venmo,survey-text
