,event_accum_times,event_durs,event_names,event_types
0,2.942,2942.0,instructions_backstory0,instructions0
1,26.757,23815.0,instructions_backstory1,instructions1
2,37.774,11017.0,instructions_backstory2,instructions2
3,40.196,2422.0,instructions_backstory3,instructions3
4,42.789,2593.0,instructions_backstory4,instructions4
5,44.221,1432.0,instructions_backstory5,instructions5
6,45.979,1758.0,instructions_backstory6,instructions6
7,47.034,1055.0,instructions_backstory7,instructions7
8,54.186,7152.0,instructions_backstory8,instructions8
9,55.271,1085.0,instructions_backstory9,instructions9
10,59.595,4324.0,instructions_backstory10,instructions10
11,117.217,57622.0,instructions_backstory11,instructions11
12,141.216,23999.0,instructions_backstory12,instructions12
13,145.853,4637.0,instructions_backstory11,instructions11
14,149.213,3360.0,instructions_backstory12,instructions12
15,153.917,4704.0,instructions_backstory11,instructions11
16,155.346,1429.0,instructions_backstory12,instructions12
17,159.126,3780.0,instructions_backstory13,instructions13
18,164.963,5837.0,instructions_backstory12,instructions12
19,170.47,5507.0,instructions_backstory13,instructions13
20,178.882,8412.0,instructions_backstory14,instructions14
21,184.312,5430.0,instructions_backstory15,instructions15
22,187.85,3538.0,instructions_backstory16,instructions16
23,188.795,945.0,instructions_backstory17,instructions17
24,190.52,1725.0,instructions_backstory18,instructions18
25,219.564,28.808,work_style_questions,survey-likert
26,489.932,269.35,self_describe_page,survey-text
27,575.137,84.187,sat_grades_entry,survey-text
28,580.04,4903.0,instruction_traits0,instructions0
29,583.348,3308.0,survey_DAS_A_instr0,instructions0
30,802.533,217.239,survey_DAS_A,survey-multi-choice
31,805.819,3286.0,survey_DAS_A_instr0,instructions0
32,942.784,135.515,survey_self_worth,survey-multi-choice
33,944.93,2146.0,survey_DAS_A_instr0,instructions0
34,1003.321,57.032,survey_pswq,survey-multi-choice
35,1015.75,11.398,survey_demo,survey-multi-choice
36,1037.668,20.912,consent_part1_2,consent
37,1046.366,7.69,consent_part1_2b,consent
38,1052.125,4.748,venmo,survey-text
