,event_accum_times,event_durs,event_names,event_types
0,0.95,950.0,NaN0,instructions0
1,1.728,778.0,NaN1,instructions1
2,2.511,783.0,NaN2,instructions2
3,3.49,979.0,NaN3,instructions3
4,4.289,799.0,NaN4,instructions4
5,5.156,867.0,NaN5,instructions5
6,5.593,437.0,NaN6,instructions6
7,8.889,3296.0,NaN7,instructions7
8,11.194,2305.0,NaN8,instructions8
9,12.932,1738.0,NaN9,instructions9
10,13.67,738.0,NaN10,instructions10
11,14.404,734.0,NaN11,instructions11
12,15.188,784.0,NaN12,instructions12
13,15.94,752.0,NaN13,instructions13
14,16.435,495.0,NaN14,instructions14
15,17.007,572.0,NaN15,instructions15
16,17.497,490.0,NaN16,instructions16
17,18.424,927.0,NaN17,instructions17
18,19.567,1143.0,NaN18,instructions18
19,20.349,782.0,NaN19,instructions19
20,20.913,-0.001,NaN,single-stim
21,138.827,116.907,choosing_resp,alt-choice-gagne
22,141.763,1.933,choosing_resp,alt-choice-gagne
23,145.676,2.908,choosing_resp,alt-choice-gagne
24,148.251,1.571,choosing_resp,alt-choice-gagne
25,150.795,1.537,choosing_resp,alt-choice-gagne
26,155.317,3.517,choosing_resp,alt-choice-gagne
27,157.941,1.617,choosing_resp,alt-choice-gagne
28,161.222,2.273,choosing_resp,alt-choice-gagne
29,163.838,1.61,choosing_resp,alt-choice-gagne
30,166.31,1.465,choosing_resp,alt-choice-gagne
31,168.573,1.259,choosing_resp,alt-choice-gagne
32,171.797,2.22,choosing_resp,alt-choice-gagne
33,176.365,3.56,choosing_resp,alt-choice-gagne
34,179.181,1.811,choosing_resp,alt-choice-gagne
35,182.9,2.716,choosing_resp,alt-choice-gagne
36,185.348,1.442,choosing_resp,alt-choice-gagne
37,187.828,1.473,choosing_resp,alt-choice-gagne
38,190.572,1.736,choosing_resp,alt-choice-gagne
39,193.708,2.131,choosing_resp,alt-choice-gagne
40,196.74,2.027,choosing_resp,alt-choice-gagne
41,198.835,1.089,choosing_resp,alt-choice-gagne
42,201.683,1.84,choosing_resp,alt-choice-gagne
43,204.763,2.071,choosing_resp,alt-choice-gagne
44,206.595,0.827,choosing_resp,alt-choice-gagne
45,209.715,2.114,choosing_resp,alt-choice-gagne
46,213.163,2.444,choosing_resp,alt-choice-gagne
47,214.526,1363.0,instruction_traits0,instructions0
48,222.324,6.585,NaN,survey-likert
49,223.344,1020.0,instruction_traits0,instructions0
50,224.207,863.0,survey_stai_state_instr0,instructions0
51,246.156,20.475,survey_stai_state,survey-multi-choice
52,246.861,705.0,survey_stai_trait_instr0,instructions0
53,268.681,20.568,survey_stai_trait,survey-multi-choice
54,269.75,1069.0,survey_cesd_instr0,instructions0
55,290.806,19.799,survey_cesd,survey-multi-choice
56,291.473,667.0,survey_masq_instr0,instructions0
57,334.776,41.962,survey_masq0,survey-multi-choice
58,380.521,44.615,survey_masq1,survey-multi-choice
59,383.113,1.583,venmo,survey-text
