,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8389,8398,"[36423, 37136]",37136
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6740,7616,"[50668, 52211]",52211
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,949,7696,"[80868, 81205]",81205
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7771,8410,"[47171, 50867]",50867
4,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7752,409,"[60072, 60617]",60617
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8407,7680,"[57819, 58938]",58938
6,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5474,7521,"[29282, 29762]",29762
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7918,7552,"[20532, 21117]",21117
8,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1386,8159,"[18007, 20775]",20775
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6547,8025,"[15555, 17387]",17387
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3960,6500,"[22701, 22979]",22979
11,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2523,372,"[27454, 28310]",28310
12,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7839,7866,"[32321, 37218]",37218
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8185,4873,"[48707, 49675]",49675
14,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5569,7638,"[20261, 20669]",20669
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4200,7158,"[37585, 38177]",38177
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7695,7532,"[37807, 38286]",38286
17,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7529,7609,"[19403, 28770]",28770
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1921,3274,"[34043, 34908]",34908
19,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7715,7517,"[34638, 34975]",34975
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7571,8326,"[14139, 14492]",14492
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7921,7922,"[24814, 25237]",25237
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8083,7586,"[14015, 14582]",14582
23,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7989,5229,"[33986, 34290]",34290
24,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3882,7916,"[25260, 25747]",25747
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8082,4093,"[50248, 50553]",50553
