,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5331,2250,"[39695, 64183]",64183
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4203,5931,"[15913, 32556]",32556
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5933,4142,"[49077, 54556]",54556
3,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3221,4374,"[25562, 32978]",32978
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5376,5214,"[7729, 18856]",18856
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1183,4504,"[23679, 26995]",26995
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8243,5354,"[3777, 29776]",29776
7,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5554,5955,"[26511, 29706]",29706
8,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4657,5253,"[22312, 22972]",22972
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2199,4465,"[17929, 21515]",21515
10,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5308,5387,"[43258, 44453]",44453
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5699,2472,"[24078, 24468]",24468
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,478,765,"[5997, 28178]",28178
13,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3049,5404,"[6096, 13348]",13348
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,399,5371,"[17993, 23678]",23678
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4574,5237,"[14178, 16432]",16432
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,219,210,"[20937, 21991]",21991
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,611,3827,"[29307, 31032]",31032
18,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5524,2012,"[17778, 21409]",21409
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4553,4299,"[16872, 22664]",22664
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1316,3910,"[8095, 9540]",9540
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4085,4291,"[25907, 28066]",28066
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1881,1746,"[16119, 21501]",21501
23,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5408,1284,"[17775, 27001]",27001
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2478,3980,"[22628, 43819]",43819
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,356,5845,"[17205, 17953]",17953
