,event_accum_times,event_durs,event_names,event_types
0,2.037,2037.0,instructions_backstory0,instructions0
1,3.024,987.0,instructions_backstory1,instructions1
2,3.992,968.0,instructions_backstory2,instructions2
3,4.567,575.0,instructions_backstory3,instructions3
4,5.367,800.0,instructions_backstory4,instructions4
5,6.3,933.0,instructions_backstory5,instructions5
6,7.251,951.0,instructions_backstory6,instructions6
7,8.376,1125.0,instructions_backstory7,instructions7
8,9.511,1135.0,instructions_backstory8,instructions8
9,10.178,667.0,instructions_backstory9,instructions9
10,12.839,2661.0,instructions_backstory10,instructions10
11,18.018,5179.0,instructions_backstory11,instructions11
12,19.164,1146.0,instructions_backstory12,instructions12
13,20.186,1022.0,instructions_backstory13,instructions13
14,20.97,784.0,instructions_backstory14,instructions14
15,21.875,905.0,instructions_backstory15,instructions15
16,22.562,687.0,instructions_backstory16,instructions16
17,23.203,641.0,instructions_backstory17,instructions17
18,23.817,614.0,instructions_backstory18,instructions18
19,34.012,9.985,work_style_questions,survey-likert
20,109.842,74.823,self_describe_page,survey-text
21,214.971,104.123,sat_grades_entry,survey-text
22,220.1,5129.0,instruction_traits0,instructions0
23,221.081,981.0,survey_DAS_A_instr0,instructions0
24,411.907,189.2,survey_DAS_A,survey-multi-choice
25,413.695,1788.0,survey_DAS_A_instr0,instructions0
26,526.67,111.654,survey_self_worth,survey-multi-choice
27,527.901,1231.0,survey_DAS_A_instr0,instructions0
28,565.511,36.356,survey_pswq,survey-multi-choice
29,575.767,9.246,survey_demo,survey-multi-choice
30,605.849,29.075,consent_part1_2,consent
31,612.181,5.327,consent_part1_2b,consent
32,615.903,2.717,venmo,survey-text
