,event_accum_times,event_durs,event_names,event_types
0,0.768,768.0,NaN0,instructions0
1,1.627,859.0,NaN1,instructions1
2,2.109,482.0,NaN2,instructions2
3,2.924,815.0,NaN3,instructions3
4,3.414,490.0,NaN4,instructions4
5,3.953,539.0,NaN5,instructions5
6,4.622,669.0,NaN6,instructions6
7,7.107,2485.0,NaN7,instructions7
8,9.025,1918.0,NaN8,instructions8
9,10.962,1937.0,NaN9,instructions9
10,11.599,637.0,NaN10,instructions10
11,12.343,744.0,NaN11,instructions11
12,13.166,823.0,NaN12,instructions12
13,13.746,580.0,NaN13,instructions13
14,14.468,722.0,NaN14,instructions14
15,14.964,496.0,NaN15,instructions15
16,15.382,418.0,NaN16,instructions16
17,15.861,479.0,NaN17,instructions17
18,16.812,951.0,NaN18,instructions18
19,17.812,1000.0,NaN19,instructions19
20,18.369,-0.001,NaN,single-stim
21,19.933,0.558,choosing_resp,alt-choice-gagne
22,21.349,0.408,choosing_resp,alt-choice-gagne
23,22.676,0.326,choosing_resp,alt-choice-gagne
24,23.972,0.292,choosing_resp,alt-choice-gagne
25,25.284,0.31,choosing_resp,alt-choice-gagne
26,26.589,0.301,choosing_resp,alt-choice-gagne
27,27.908,0.316,choosing_resp,alt-choice-gagne
28,29.252,0.342,choosing_resp,alt-choice-gagne
29,30.517,0.258,choosing_resp,alt-choice-gagne
30,31.773,0.252,choosing_resp,alt-choice-gagne
31,33.053,0.274,choosing_resp,alt-choice-gagne
32,34.317,0.259,choosing_resp,alt-choice-gagne
33,35.692,0.373,choosing_resp,alt-choice-gagne
34,37.028,0.333,choosing_resp,alt-choice-gagne
35,38.381,0.345,choosing_resp,alt-choice-gagne
36,39.692,0.308,choosing_resp,alt-choice-gagne
37,41.004,0.305,choosing_resp,alt-choice-gagne
38,42.269,0.256,choosing_resp,alt-choice-gagne
39,43.524,0.252,choosing_resp,alt-choice-gagne
40,44.764,0.234,choosing_resp,alt-choice-gagne
41,46.052,0.286,choosing_resp,alt-choice-gagne
42,47.388,0.333,choosing_resp,alt-choice-gagne
43,48.724,0.327,choosing_resp,alt-choice-gagne
44,50.164,0.433,choosing_resp,alt-choice-gagne
45,51.517,0.346,choosing_resp,alt-choice-gagne
46,52.86,0.339,choosing_resp,alt-choice-gagne
47,53.793,933.0,instruction_traits0,instructions0
48,61.094,6.084,NaN,survey-likert
49,61.694,600.0,instruction_traits0,instructions0
50,63.252,1558.0,survey_stai_state_instr0,instructions0
51,80.92,16.2,survey_stai_state,survey-multi-choice
52,81.685,765.0,survey_stai_trait_instr0,instructions0
53,100.955,18.013,survey_stai_trait,survey-multi-choice
54,102.08,1125.0,survey_cesd_instr0,instructions0
55,121.034,17.692,survey_cesd,survey-multi-choice
56,121.992,958.0,survey_masq_instr0,instructions0
57,164.1,40.77,survey_masq0,survey-multi-choice
58,205.509,40.274,survey_masq1,survey-multi-choice
59,207.467,0.951,venmo,survey-text
