,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6952,7517,"[46723, 47524]",47524
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7158,8025,"[25590, 26333]",26333
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8398,7609,"[8290, 8622]",8622
3,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5335,3274,"[35954, 36639]",36639
4,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7149,4227,"[16604, 17443]",17443
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7603,7715,"[17012, 18151]",18151
6,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6086,7839,"[15669, 16043]",16043
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7552,409,"[12499, 12838]",12838
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7922,4093,"[20152, 20639]",20639
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7560,8161,"[31769, 32022]",32022
10,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7614,7858,"[8059, 8299]",8299
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7638,3960,"[15565, 16134]",16134
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6740,5474,"[73295, 73627]",73627
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8083,7866,"[13204, 13535]",13535
14,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7532,8391,"[10001, 10290]",10290
15,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8159,8326,"[11571, 11805]",11805
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5569,7921,"[16340, 16591]",16591
17,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4285,5278,"[10658, 11607]",11607
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7668,7755,"[5713, 5965]",5965
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8271,7586,"[12591, 12917]",12917
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4200,7674,"[3912, 4170]",4170
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8371,7657,"[22549, 23859]",23859
22,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7558,7616,"[15074, 15347]",15347
23,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7521,7696,"[5278, 5764]",5764
24,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7989,8303,"[16935, 18466]",18466
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7918,7761,"[9453, 9871]",9871
