,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2094,690,"[48786, 50985]",50985
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7181,7145,"[61751, 62216]",62216
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5521,2980,"[47944, 50216]",50216
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6771,2651,"[28101, 28627]",28627
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6729,4371,"[22630, 23086]",23086
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7050,6905,"[26293, 27037]",27037
6,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7138,7129,"[38877, 39197]",39197
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7126,6770,"[87055, 87743]",87743
8,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2084,3693,"[27594, 28146]",28146
9,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6945,6847,"[57818, 58432]",58432
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6643,6482,"[24386, 27033]",27033
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4149,6681,"[38039, 38384]",38384
12,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2764,6510,"[20998, 22069]",22069
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7185,3808,"[35297, 35665]",35665
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6621,7046,"[20562, 21289]",21289
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4828,2890,"[38599, 39535]",39535
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7106,7173,"[17277, 19221]",19221
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7123,6501,"[17706, 18731]",18731
18,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6178,6487,"[15744, 16224]",16224
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5930,7183,"[21014, 21437]",21437
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3880,6338,"[22518, 23814]",23814
21,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6544,4058,"[10792, 11087]",11087
22,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2203,3894,"[13637, 16836]",16836
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6992,333,"[27484, 28756]",28756
24,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5392,545,"[33623, 33927]",33927
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6524,1143,"[12937, 13320]",13320
