,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7752,7543,"[27720, 28511]",28511
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7755,7668,"[8728, 13208]",13208
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8343,409,"[19847, 20279]",20279
3,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7918,4285,"[18651, 19100]",19100
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7552,8395,"[4436, 7989]",7989
5,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8161,4200,"[6712, 7687]",7687
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7771,8083,"[5779, 6602]",6602
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,372,7638,"[7407, 7839]",7839
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7720,7571,"[3704, 5014]",5014
9,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7158,7749,"[6931, 7283]",7283
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8326,2523,"[3464, 3794]",3794
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7761,7922,"[5792, 6206]",6206
12,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8322,949,"[8826, 9635]",9635
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7839,4873,"[8572, 8935]",8935
14,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7521,8391,"[7676, 7892]",7892
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7532,8312,"[4745, 5026]",5026
16,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7560,7947,"[2497, 4356]",4356
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8410,7921,"[3418, 3678]",3678
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6952,8398,"[3034, 3381]",3381
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7603,1921,"[2165, 3283]",3283
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7566,7517,"[1403, 4875]",4875
21,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7657,7674,"[4515, 4806]",4806
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6086,5474,"[4777, 4963]",4963
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7609,5569,"[3085, 3298]",3298
24,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8303,8285,"[4566, 6008]",6008
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7858,7616,"[9596, 10090]",10090
