,event_accum_times,event_durs,event_names,event_types
0,4.094,4094.0,NaN0,instructions0
1,32.932,28838.0,NaN1,instructions1
2,37.475,4543.0,NaN2,instructions2
3,38.636,1161.0,NaN3,instructions3
4,39.931,1295.0,NaN4,instructions4
5,40.995,1064.0,NaN5,instructions5
6,42.051,1056.0,NaN6,instructions6
7,46.052,4001.0,NaN7,instructions7
8,51.437,5385.0,NaN8,instructions8
9,56.348,4911.0,NaN9,instructions9
10,97.34,40992.0,NaN10,instructions10
11,106.46,9120.0,NaN11,instructions11
12,119.3,12840.0,NaN12,instructions12
13,128.388,9088.0,NaN13,instructions13
14,133.94,5552.0,NaN14,instructions14
15,150.876,16936.0,NaN15,instructions15
16,154.98,4104.0,NaN16,instructions16
17,166.7,11720.0,NaN17,instructions17
18,207.599,40899.0,NaN18,instructions18
19,212.932,5333.0,NaN19,instructions19
20,213.506,-0.001,NaN,single-stim
21,249.6,35.081,choosing_resp,alt-choice-gagne
22,292.549,41.93,choosing_resp,alt-choice-gagne
23,323.093,29.538,choosing_resp,alt-choice-gagne
24,369.837,45.727,choosing_resp,alt-choice-gagne
25,435.093,64.237,choosing_resp,alt-choice-gagne
26,471.402,35.293,choosing_resp,alt-choice-gagne
27,487.474,15.062,choosing_resp,alt-choice-gagne
28,538.475,49.995,choosing_resp,alt-choice-gagne
29,549.822,10.332,choosing_resp,alt-choice-gagne
30,598.399,47.556,choosing_resp,alt-choice-gagne
31,619.604,20.187,choosing_resp,alt-choice-gagne
32,649.12,28.508,choosing_resp,alt-choice-gagne
33,707.354,57.22,choosing_resp,alt-choice-gagne
34,745.547,37.176,choosing_resp,alt-choice-gagne
35,773.784,27.232,choosing_resp,alt-choice-gagne
36,815.533,40.73,choosing_resp,alt-choice-gagne
37,865.536,48.981,choosing_resp,alt-choice-gagne
38,880.285,13.74,choosing_resp,alt-choice-gagne
39,907.57,26.264,choosing_resp,alt-choice-gagne
40,946.212,37.623,choosing_resp,alt-choice-gagne
41,968.493,21.27,choosing_resp,alt-choice-gagne
42,999.202,29.695,choosing_resp,alt-choice-gagne
43,1032.718,32.508,choosing_resp,alt-choice-gagne
44,1057.056,23.318,choosing_resp,alt-choice-gagne
45,1081.673,23.603,choosing_resp,alt-choice-gagne
46,1102.388,19.706,choosing_resp,alt-choice-gagne
47,1107.695,5307.0,instruction_traits0,instructions0
48,1128.066,19.13,NaN,survey-likert
49,1146.354,18288.0,instruction_traits0,instructions0
50,1153.53,7176.0,survey_stai_state_instr0,instructions0
51,1222.271,67.165,survey_stai_state,survey-multi-choice
52,1230.284,8013.0,survey_stai_trait_instr0,instructions0
53,1301.443,69.793,survey_stai_trait,survey-multi-choice
54,1304.274,2831.0,survey_cesd_instr0,instructions0
55,1390.054,84.395,survey_cesd,survey-multi-choice
56,1395.046,4992.0,survey_masq_instr0,instructions0
57,1559.98,163.466,survey_masq0,survey-multi-choice
58,1713.933,152.553,survey_masq1,survey-multi-choice
59,1744.449,29.509,venmo,survey-text
