,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7947,3960,"[38999, 40031]",40031
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8410,7521,"[46599, 47615]",47615
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6500,949,"[39835, 41189]",41189
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8285,6547,"[31107, 32210]",32210
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7839,5569,"[40267, 41108]",41108
5,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7517,409,"[27431, 28344]",28344
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7921,7586,"[34889, 35914]",35914
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7761,7657,"[33175, 34137]",34137
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8025,5278,"[30763, 32045]",32045
9,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8371,1386,"[36462, 37333]",37333
10,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7558,1921,"[13226, 13876]",13876
11,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7614,4227,"[4887, 5560]",5560
12,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7616,7543,"[5389, 6141]",6141
13,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8271,8395,"[9451, 11299]",11299
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6952,8159,"[4912, 6808]",6808
15,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7866,4200,"[9252, 10172]",10172
16,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7674,7749,"[30624, 31522]",31522
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7875,8322,"[12316, 13094]",13094
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7757,3882,"[11953, 12890]",12890
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8161,7858,"[7341, 7925]",7925
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7695,8082,"[6023, 6664]",6664
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4196,7771,"[23673, 24417]",24417
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8341,8391,"[15168, 15880]",15880
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8312,7922,"[9696, 10369]",10369
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7149,8389,"[21577, 22852]",22852
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8326,8398,"[10357, 14548]",14548
