,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2305,4374,"[16966, 19964]",19964
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4300,5404,"[3928, 4268]",4268
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5214,5253,"[3742, 4011]",4011
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4504,3980,"[2212, 2518]",2518
4,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5371,1746,"[5351, 5628]",5628
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5376,5237,"[9134, 9425]",9425
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3221,765,"[2802, 3085]",3085
7,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3910,4719,"[787, 1044]",1044
8,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,399,5331,"[605, 1017]",1017
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5310,1881,"[5083, 5289]",5289
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2478,4299,"[3568, 3762]",3762
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5308,3827,"[1297, 1515]",1515
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4085,8116,"[868, 1046]",1046
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5921,5933,"[3121, 3292]",3292
14,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2012,5524,"[1137, 1332]",1332
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5699,5913,"[966, 1175]",1175
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3737,5354,"[446, 648]",648
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4553,3049,"[324, 508]",508
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2250,210,"[344, 554]",554
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1284,2850,"[500, 957]",957
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1183,219,"[855, 1053]",1053
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5387,5931,"[418, 966]",966
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4574,1316,"[503, 694]",694
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5955,2199,"[347, 678]",678
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4657,2472,"[829, 1057]",1057
25,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4203,4291,"[743, 990]",990
