,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7521,7771,"[97528, 119263]",119263
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6086,8410,"[56409, 57796]",57796
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7921,7916,"[74464, 75359]",75359
3,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2523,8326,"[65048, 65713]",65713
4,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8322,1865,"[22766, 23023]",23023
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7749,7715,"[6572, 6877]",6877
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7918,409,"[23545, 23851]",23851
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7529,1386,"[71630, 71918]",71918
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7674,5335,"[45291, 45977]",45977
9,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7875,6952,"[18850, 19252]",19252
10,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7614,7149,"[16699, 16988]",16988
11,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5278,7922,"[14350, 15021]",15021
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7866,7657,"[6419, 7714]",7714
13,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8398,6547,"[25769, 26110]",26110
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4200,8159,"[10972, 11295]",11295
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8161,7665,"[13513, 13849]",13849
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7558,949,"[8101, 8811]",8811
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8312,8391,"[10011, 10714]",10714
18,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7668,4093,"[7321, 7712]",7712
19,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5474,8389,"[12296, 14007]",14007
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3274,7543,"[6794, 7285]",7285
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7158,7757,"[11044, 11688]",11688
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7560,7761,"[9418, 12416]",12416
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7552,5229,"[6530, 7220]",7220
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7532,4196,"[13704, 14058]",14058
25,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7561,7616,"[15025, 17976]",17976
