,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'key_end_trial_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6768,2980,"[30173, 39187, 41426]",41426
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7138,7126,"[15268, 16462]",16462
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7185,6524,"[9056, 9856]",9856
3,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7173,6771,"[4448, 5004]",5004
4,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6544,6621,"[4472, 6617, 7135, 7576, 7830, 8172, 8413, 8770, 9458]",9458
5,"[u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,2890,690,"[1624, 2083, 3056, 3329, 3617, 4116, 8548, 15329]",15329
6,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6847,6154,"[4460, 8640, 12385, 14655, 15589, 17346]",17346
7,"[u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6992,4892,"[842, 1190, 3686, 14398, 16533]",16533
8,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4436,6945,"[787, 1001, 2141, 4213, 14463]",14463
9,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5392,2764,"[1104, 1302, 1574, 1775, 1935, 2078, 2198, 2301, 2401, 2521, 2641, 2765, 2976, 4108, 13668, 19343]",19343
