,event_accum_times,event_durs,event_names,event_types
0,4.175,4175.0,instructions_backstory0,instructions0
1,12.425,8250.0,instructions_backstory1,instructions1
2,17.972,5547.0,instructions_backstory2,instructions2
3,21.456,3484.0,instructions_backstory3,instructions3
4,23.9,2444.0,instructions_backstory4,instructions4
5,25.634,1734.0,instructions_backstory5,instructions5
6,27.29,1656.0,instructions_backstory6,instructions6
7,28.689,1399.0,instructions_backstory7,instructions7
8,33.038,4349.0,instructions_backstory8,instructions8
9,34.353,1315.0,instructions_backstory9,instructions9
10,41.287,6934.0,instructions_backstory10,instructions10
11,66.508,25221.0,instructions_backstory11,instructions11
12,74.384,7876.0,instructions_backstory12,instructions12
13,83.561,9177.0,instructions_backstory13,instructions13
14,105.489,21928.0,instructions_backstory14,instructions14
15,112.401,6912.0,instructions_backstory15,instructions15
16,115.885,3484.0,instructions_backstory16,instructions16
17,117.311,1426.0,instructions_backstory17,instructions17
18,122.189,4878.0,instructions_backstory18,instructions18
19,171.885,49.485,work_style_questions,survey-likert
20,395.23,222.341,self_describe_page,survey-text
21,574.294,178.059,sat_grades_entry,survey-text
22,579.576,5282.0,instruction_traits0,instructions0
23,585.619,6043.0,survey_DAS_A_instr0,instructions0
24,827.274,240.022,survey_DAS_A,survey-multi-choice
25,834.091,6817.0,survey_DAS_A_instr0,instructions0
26,987.946,152.514,survey_self_worth,survey-multi-choice
27,991.267,3321.0,survey_DAS_A_instr0,instructions0
28,1050.122,57.597,survey_pswq,survey-multi-choice
29,1063.242,12.117,consent_part1_2,consent
30,1068.991,4.746,consent_part1_2b,consent
31,1075.05,5.055,venmo,survey-text
