,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3960,8410,"[92936, 93664]",93664
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8185,4196,"[55838, 62881]",62881
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7749,8082,"[111997, 112649]",112649
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1921,949,"[69862, 73468]",73468
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7529,2523,"[51684, 52280]",52280
5,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7695,5335,"[54891, 55483]",55483
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7517,7947,"[67231, 67778]",67778
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7696,8343,"[47442, 66545]",66545
8,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8161,7761,"[22531, 23862]",23862
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8398,7603,"[46878, 47437]",47437
10,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1386,409,"[74256, 77130]",77130
11,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5229,3882,"[23433, 31603]",31603
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7989,7715,"[664940, 665313]",665313
13,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8326,7839,"[22847, 23259]",23259
14,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4227,4873,"[71635, 72491]",72491
15,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,6500,7858,"[15351, 19791]",19791
16,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5278,8389,"[39593, 49680]",49680
17,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1865,7657,"[37823, 39038]",39038
18,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7521,4285,"[5866, 6581]",6581
19,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7638,6547,"[7311, 8064]",8064
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7866,8159,"[12373, 14212]",14212
21,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8371,4200,"[7486, 8631]",8631
22,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8391,7609,"[7558, 8101]",8101
23,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8285,6086,"[9279, 10449]",10449
24,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6952,7616,"[6713, 25118]",25118
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7561,8025,"[13934, 30372]",30372
