,event_accum_times,event_durs,event_names,event_types
0,1.901,1901.0,instructions_backstory0,instructions0
1,3.88,1979.0,instructions_backstory1,instructions1
2,5.082,1202.0,instructions_backstory2,instructions2
3,5.831,749.0,instructions_backstory3,instructions3
4,9.002,3171.0,instructions_backstory4,instructions4
5,10.24,1238.0,instructions_backstory5,instructions5
6,11.747,1507.0,instructions_backstory6,instructions6
7,13.215,1468.0,instructions_backstory7,instructions7
8,14.855,1640.0,instructions_backstory8,instructions8
9,15.99,1135.0,instructions_backstory9,instructions9
10,28.644,12654.0,instructions_backstory10,instructions10
11,36.561,7917.0,instructions_backstory11,instructions11
12,55.893,19332.0,instructions_backstory12,instructions12
13,60.564,4671.0,instructions_backstory13,instructions13
14,63.797,3233.0,instructions_backstory14,instructions14
15,65.87,2073.0,instructions_backstory15,instructions15
16,66.986,1116.0,instructions_backstory16,instructions16
17,67.854,868.0,instructions_backstory17,instructions17
18,68.711,857.0,instructions_backstory18,instructions18
19,91.533,22.612,work_style_questions,survey-likert
20,152.451,59.914,self_describe_page,survey-text
21,267.249,113.792,sat_grades_entry,survey-text
22,269.292,2043.0,instruction_traits0,instructions0
23,276.075,6783.0,survey_DAS_A_instr0,instructions0
24,801.847,524.223,survey_DAS_A,survey-multi-choice
25,804.277,2430.0,survey_DAS_A_instr0,instructions0
26,899.665,94.095,survey_self_worth,survey-multi-choice
27,900.769,1104.0,survey_DAS_A_instr0,instructions0
28,942.267,40.261,survey_pswq,survey-multi-choice
29,949.124,5.855,consent_part1_2,consent
30,957.039,6.913,consent_part1_2b,consent
31,963.684,5.642,venmo,survey-text
