,event_accum_times,event_durs,event_names,event_types
0,1.762,1762.0,NaN0,instructions0
1,3.796,2034.0,NaN1,instructions1
2,5.562,1766.0,NaN2,instructions2
3,7.085,1523.0,NaN3,instructions3
4,8.235,1150.0,NaN4,instructions4
5,10.595,2360.0,NaN5,instructions5
6,11.48,885.0,NaN6,instructions6
7,20.456,8976.0,NaN7,instructions7
8,35.879,15423.0,NaN8,instructions8
9,43.465,7586.0,NaN9,instructions9
10,48.214,4749.0,NaN10,instructions10
11,53.899,5685.0,NaN11,instructions11
12,59.627,5728.0,NaN12,instructions12
13,64.643,5016.0,NaN13,instructions13
14,65.838,1195.0,NaN14,instructions14
15,74.255,8417.0,NaN15,instructions15
16,75.331,1076.0,NaN14,instructions14
17,76.592,1261.0,NaN13,instructions13
18,77.436,844.0,NaN14,instructions14
19,90.307,12871.0,NaN15,instructions15
20,93.764,3457.0,NaN16,instructions16
21,106.028,12264.0,NaN17,instructions17
22,125.563,19535.0,NaN18,instructions18
23,127.746,2183.0,NaN19,instructions19
24,128.307,-0.001,NaN,single-stim
25,225.892,96.577,choosing_resp,alt-choice-gagne
26,232.523,5.626,choosing_resp,alt-choice-gagne
27,237.932,4.403,choosing_resp,alt-choice-gagne
28,242.969,4.033,choosing_resp,alt-choice-gagne
29,247.298,3.324,choosing_resp,alt-choice-gagne
30,256.553,8.252,choosing_resp,alt-choice-gagne
31,264.39,6.833,choosing_resp,alt-choice-gagne
32,273.462,8.067,choosing_resp,alt-choice-gagne
33,284.307,9.839,choosing_resp,alt-choice-gagne
34,291.085,5.774,choosing_resp,alt-choice-gagne
35,298.481,6.39,choosing_resp,alt-choice-gagne
36,307.473,7.988,choosing_resp,alt-choice-gagne
37,319.008,10.532,choosing_resp,alt-choice-gagne
38,330.018,10.001,choosing_resp,alt-choice-gagne
39,335.303,4.279,choosing_resp,alt-choice-gagne
40,341.539,5.231,choosing_resp,alt-choice-gagne
41,350.941,8.395,choosing_resp,alt-choice-gagne
42,362.388,10.444,choosing_resp,alt-choice-gagne
43,372.643,9.25,choosing_resp,alt-choice-gagne
44,412.26,38.614,choosing_resp,alt-choice-gagne
45,435.978,22.712,choosing_resp,alt-choice-gagne
46,446.33,9.346,choosing_resp,alt-choice-gagne
47,507.05,59.714,choosing_resp,alt-choice-gagne
48,510.672,2.616,choosing_resp,alt-choice-gagne
49,522.553,10.877,choosing_resp,alt-choice-gagne
50,528.982,5.422,choosing_resp,alt-choice-gagne
51,530.925,1943.0,instruction_traits0,instructions0
52,549.232,17.085,NaN,survey-likert
53,555.283,6051.0,instruction_traits0,instructions0
54,556.558,1275.0,survey_stai_state_instr0,instructions0
55,615.499,57.432,survey_stai_state,survey-multi-choice
56,617.446,1947.0,survey_stai_trait_instr0,instructions0
57,683.829,65.044,survey_stai_trait,survey-multi-choice
58,685.541,1712.0,survey_cesd_instr0,instructions0
59,745.296,58.418,survey_cesd,survey-multi-choice
60,751.188,5892.0,survey_masq_instr0,instructions0
61,944.57,191.984,survey_masq0,survey-multi-choice
62,1471.384,525.598,survey_masq1,survey-multi-choice
63,1501.626,29.234,venmo,survey-text
