,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3980,5955,"[35265, 35979]",35979
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5408,5524,"[10204, 36798]",36798
2,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5253,5214,"[20702, 25929]",25929
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,210,1284,"[5139, 7512]",7512
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5931,356,"[3863, 4736]",4736
5,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4553,5331,"[19273, 20534]",20534
6,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3737,4085,"[18391, 24744]",24744
7,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4300,5371,"[19684, 20916]",20916
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5387,4657,"[21417, 22951]",22951
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,478,4291,"[42574, 43362]",43362
10,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'extra_key_1_pressed', u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5463,399,"[14454, 22998, 23415, 23770, 24200, 24634, 25013, 25443, 25886, 26338, 26725, 27240, 27492, 27897, 28209, 28710, 29045, 29355, 29803, 30203, 30559, 30945, 31272, 31675, 32024, 32406, 32726, 33069, 33429, 33784, 34107, 34479]",34479
11,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,611,765,"[2769, 3529]",3529
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5845,4299,"[25499, 31397]",31397
13,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,660,5308,"[3810, 11382, 17436]",17436
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3049,2850,"[21114, 25396]",25396
15,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4465,4574,"[11176, 17775]",17775
16,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5310,5404,"[13507, 14174]",14174
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8243,4719,"[2464, 2860]",2860
18,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5933,3221,"[1328, 6619, 7817]",7817
19,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4142,4504,"[6320, 7906]",7906
20,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4203,1881,"[14598, 17245]",17245
21,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5354,5376,"[1178, 5327]",5327
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2012,1183,"[2095, 3902]",3902
23,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5921,8116,"[3838, 13808, 14187]",14187
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2472,2305,"[9434, 9875]",9875
25,"[u'extra_key_2_pressed', u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5913,1316,"[5187, 6196, 14781]",14781
