,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7922,7517,"[54389, 54901]",54901
1,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4093,8161,"[10438, 13169]",13169
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8341,7586,"[15906, 17333]",17333
3,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7616,8083,"[15387, 17082]",17082
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7696,8303,"[14661, 15366]",15366
5,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4873,8326,"[9744, 11271]",11271
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8398,7680,"[11147, 15071]",15071
7,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5278,7749,"[11768, 13487]",13487
8,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5335,6740,"[16541, 17327]",17327
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7916,8025,"[13482, 15497]",15497
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8407,3543,"[11747, 13788]",13788
11,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6500,3960,"[15082, 15671]",15671
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7561,409,"[23449, 24088]",24088
13,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4200,1386,"[9802, 10694]",10694
14,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,6952,7695,"[8967, 11516]",11516
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8389,7947,"[12668, 13558]",13558
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8322,4196,"[7445, 10076]",10076
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7668,7603,"[13934, 14474]",14474
18,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,372,7866,"[21857, 23807]",23807
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,7638,7761,"[14638, 18876]",18876
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,7720,7921,"[13911, 24973]",24973
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1921,8185,"[7619, 8205]",8205
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,8271,7149,"[12922, 13259]",13259
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4227,4285,"[9110, 9421]",9421
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5569,8285,"[13806, 14175]",14175
25,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8391,7839,"[14644, 16307]",16307
