,button_pressed_list,last_button_pressed,pair0,pair1,time_button_pressed_list,time_last_button_pressed
0,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2472,5354,"[43544, 44381]",44381
1,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,1881,2012,"[34931, 35776]",35776
2,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3049,399,"[30751, 32482]",32482
3,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2478,356,"[34104, 35016]",35016
4,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4085,5253,"[34695, 35361]",35361
5,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,3737,5931,"[28872, 30429]",30429
6,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,4719,5308,"[16005, 16744]",16744
7,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5955,3980,"[46148, 46819]",46819
8,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4657,4299,"[33157, 34357]",34357
9,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5387,4574,"[16614, 17670]",17670
10,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1183,3221,"[17632, 19510]",19510
11,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5913,5845,"[18964, 19885]",19885
12,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5310,4300,"[24863, 25709]",25709
13,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,3705,5524,"[28711, 29612]",29612
14,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5404,1284,"[30175, 30954]",30954
15,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,8243,4504,"[18957, 20916]",20916
16,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,2850,5371,"[16854, 19480]",19480
17,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,765,4142,"[22961, 23878]",23878
18,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,5933,5463,"[23415, 24209]",24209
19,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4465,5237,"[11152, 11831]",11831
20,"[u'extra_key_1_pressed', u'key_end_trial_pressed']",1,1316,5376,"[7629, 8469]",8469
21,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,478,2250,"[28901, 30091]",30091
22,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,4553,1746,"[11230, 11996]",11996
23,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5921,4374,"[11311, 12275]",12275
24,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,5699,2199,"[14070, 14930]",14930
25,"[u'extra_key_2_pressed', u'key_end_trial_pressed']",2,219,611,"[13753, 14953]",14953
