,event_accum_times,event_durs,event_names,event_types
0,2.001,2001.0,NaN0,instructions0
1,5.369,3368.0,NaN1,instructions1
2,7.317,1948.0,NaN2,instructions2
3,8.569,1252.0,NaN3,instructions3
4,9.721,1152.0,NaN4,instructions4
5,11.194,1473.0,NaN5,instructions5
6,11.992,798.0,NaN6,instructions6
7,18.154,6162.0,NaN7,instructions7
8,23.942,5788.0,NaN8,instructions8
9,26.626,2684.0,NaN9,instructions9
10,32.714,6088.0,NaN10,instructions10
11,34.379,1665.0,NaN11,instructions11
12,42.374,7995.0,NaN12,instructions12
13,60.173,17799.0,NaN13,instructions13
14,62.173,2000.0,NaN14,instructions14
15,73.776,11603.0,NaN15,instructions15
16,75.624,1848.0,NaN16,instructions16
17,109.971,34347.0,NaN17,instructions17
18,126.634,16663.0,NaN18,instructions18
19,129.492,2858.0,NaN19,instructions19
20,130.054,-0.001,NaN,single-stim
21,167.048,35.982,choosing_resp,alt-choice-gagne
22,191.35,23.277,choosing_resp,alt-choice-gagne
23,218.008,25.636,choosing_resp,alt-choice-gagne
24,229.675,10.642,choosing_resp,alt-choice-gagne
25,245.262,14.571,choosing_resp,alt-choice-gagne
26,267.547,21.264,choosing_resp,alt-choice-gagne
27,290.113,21.551,choosing_resp,alt-choice-gagne
28,315.192,24.06,choosing_resp,alt-choice-gagne
29,335.392,19.187,choosing_resp,alt-choice-gagne
30,351.275,14.865,choosing_resp,alt-choice-gagne
31,367.725,15.43,choosing_resp,alt-choice-gagne
32,388.472,19.722,choosing_resp,alt-choice-gagne
33,398.149,8.661,choosing_resp,alt-choice-gagne
34,419.523,20.364,choosing_resp,alt-choice-gagne
35,438.892,18.355,choosing_resp,alt-choice-gagne
36,457.172,17.262,choosing_resp,alt-choice-gagne
37,468.484,10.305,choosing_resp,alt-choice-gagne
38,479.717,10.225,choosing_resp,alt-choice-gagne
39,491.33,10.595,choosing_resp,alt-choice-gagne
40,517.336,24.994,choosing_resp,alt-choice-gagne
41,531.891,13.533,choosing_resp,alt-choice-gagne
42,567.435,34.537,choosing_resp,alt-choice-gagne
43,584.723,16.281,choosing_resp,alt-choice-gagne
44,594.747,9.005,choosing_resp,alt-choice-gagne
45,602.685,6.923,choosing_resp,alt-choice-gagne
46,617.019,13.311,choosing_resp,alt-choice-gagne
47,618.681,1662.0,instruction_traits0,instructions0
48,637.486,17.578,NaN,survey-likert
49,641.805,4319.0,instruction_traits0,instructions0
50,645.504,3699.0,survey_stai_state_instr0,instructions0
51,691.08,43.842,survey_stai_state,survey-multi-choice
52,695.179,4099.0,survey_stai_trait_instr0,instructions0
53,748.514,51.836,survey_stai_trait,survey-multi-choice
54,751.375,2861.0,survey_cesd_instr0,instructions0
55,818.94,66.054,survey_cesd,survey-multi-choice
56,826.275,7335.0,survey_masq_instr0,instructions0
57,940.405,112.149,survey_masq0,survey-multi-choice
58,1058.653,116.022,survey_masq1,survey-multi-choice
59,1063.303,3.634,venmo,survey-text
