,event_accum_times,event_durs,event_names,event_types
0,2.263,2263.0,instructions_backstory0,instructions0
1,4.533,2270.0,instructions_backstory1,instructions1
2,5.974,1441.0,instructions_backstory2,instructions2
3,15.967,9993.0,instructions_backstory1,instructions1
4,23.112,7145.0,instructions_backstory2,instructions2
5,26.266,3154.0,instructions_backstory3,instructions3
6,29.286,3020.0,instructions_backstory4,instructions4
7,31.841,2555.0,instructions_backstory5,instructions5
8,33.778,1937.0,instructions_backstory6,instructions6
9,35.598,1820.0,instructions_backstory7,instructions7
10,49.725,14127.0,instructions_backstory8,instructions8
11,53.404,3679.0,instructions_backstory9,instructions9
12,70.484,17080.0,instructions_backstory10,instructions10
13,81.352,10868.0,instructions_backstory11,instructions11
14,92.171,10819.0,instructions_backstory12,instructions12
15,101.897,9726.0,instructions_backstory13,instructions13
16,108.262,6365.0,instructions_backstory14,instructions14
17,113.783,5521.0,instructions_backstory15,instructions15
18,115.409,1626.0,instructions_backstory16,instructions16
19,120.526,5117.0,instructions_backstory17,instructions17
20,124.986,4460.0,instructions_backstory18,instructions18
21,154.53,29.327,work_style_questions,survey-likert
22,227.154,71.617,self_describe_page,survey-text
23,433.501,205.337,sat_grades_entry,survey-text
24,436.568,3067.0,instruction_traits0,instructions0
25,438.264,1696.0,survey_DAS_A_instr0,instructions0
26,649.719,209.776,survey_DAS_A,survey-multi-choice
27,653.669,3950.0,survey_DAS_A_instr0,instructions0
28,785.271,130.201,survey_self_worth,survey-multi-choice
29,787.475,2204.0,survey_DAS_A_instr0,instructions0
30,883.859,95.111,survey_pswq,survey-multi-choice
31,905.376,20.504,survey_demo,survey-multi-choice
32,915.192,8.813,consent_part1_2,consent
33,922.267,6.072,consent_part1_2b,consent
34,928.108,4.836,venmo,survey-text
